0.9 -3 0 1 0.707 0.707 0.707 1 
0.7 -3 0 1 0.707 0.707 0.707 1 
0.5 -3 0 1 0.707 0.707 0.707 1 
0.3 -3 0 1 0.707 0.707 0.707 1 
0.1 -3 0 1 0.707 0.707 0.707 1 
0.01 -3 0 1 0.707 0.707 0.707 1 
0.99 -3 0 1 1 1 1 1 
0.9 -3 0 1 1 1 1 1 
0.7 -3 0 1 1 1 1 1 
0.5 -3 0 1 1 1 1 1 
0.3 -3 0 1 1 1 1 1 
0.1 -3 0 1 1 1 1 1 
0.01 -3 0 1 1 1 1 1 
0.99 -2 0 1 0.707 0.707 0.707 1 
0.9 -2 0 1 0.707 0.707 0.707 1 
0.7 -2 0 1 0.707 0.707 0.707 1 
0.5 -2 0 1 0.707 0.707 0.707 1 
0.3 -2 0 1 0.707 0.707 0.707 1 
0.1 -2 0 1 0.707 0.707 0.707 1 
0.01 -2 0 1 0.707 0.707 0.707 1 
0.99 -2 0 1 1 1 1 1 
0.9 -2 0 1 1 1 1 1 
0.7 -2 0 1 1 1 1 1 
0.5 -2 0 1 1 1 1 1 
0.3 -2 0 1 1 1 1 1 
0.1 -2 0 1 1 1 1 1 
0.01 -2 0 1 1 1 1 1 
0.99 -1 0 1 0.707 0.707 0.707 1 
0.9 -1 0 1 0.707 0.707 0.707 1 
0.7 -1 0 1 0.707 0.707 0.707 1 
0.5 -1 0 1 0.707 0.707 0.707 1 
0.3 -1 0 1 0.707 0.707 0.707 1 
0.1 -1 0 1 0.707 0.707 0.707 1 
0.01 -1 0 1 0.707 0.707 0.707 1 
0.99 -1 0 1 1 1 1 1 
0.9 -1 0 1 1 1 1 1 
0.7 -1 0 1 1 1 1 1 
0.5 -1 0 1 1 1 1 1 
0.3 -1 0 1 1 1 1 1 
0.1 -1 0 1 1 1 1 1 
0.01 -1 0 1 1 1 1 1 
0.99 -3 -2 2 0.707 0.707 0.707 1 
0.9 -3 -2 2 0.707 0.707 0.707 1 
0.7 -3 -2 2 0.707 0.707 0.707 1 
0.5 -3 -2 2 0.707 0.707 0.707 1 
0.3 -3 -2 2 0.707 0.707 0.707 1 
0.1 -3 -2 2 0.707 0.707 0.707 1 
0.01 -3 -2 2 0.707 0.707 0.707 1 
0.99 -3 -2 2 1 1 1 1 
0.9 -3 -2 2 1 1 1 1 
0.7 -3 -2 2 1 1 1 1 
0.5 -3 -2 2 1 1 1 1 
0.3 -3 -2 2 1 1 1 1 
0.1 -3 -2 2 1 1 1 1 
0.01 -3 -2 2 1 1 1 1 
0.99 -3 -1 2 0.707 0.707 0.707 1 
0.9 -3 -1 2 0.707 0.707 0.707 1 
0.7 -3 -1 2 0.707 0.707 0.707 1 
0.5 -3 -1 2 0.707 0.707 0.707 1 
0.3 -3 -1 2 0.707 0.707 0.707 1 
0.1 -3 -1 2 0.707 0.707 0.707 1 
0.01 -3 -1 2 0.707 0.707 0.707 1 
0.99 -3 -1 2 1 1 1 1 
0.9 -3 -1 2 1 1 1 1 
0.7 -3 -1 2 1 1 1 1 
0.5 -3 -1 2 1 1 1 1 
0.3 -3 -1 2 1 1 1 1 
0.1 -3 -1 2 1 1 1 1 
0.01 -3 -1 2 1 1 1 1 
0.99 -2 -1 2 0.707 0.707 0.707 1 
0.9 -2 -1 2 0.707 0.707 0.707 1 
0.7 -2 -1 2 0.707 0.707 0.707 1 
0.5 -2 -1 2 0.707 0.707 0.707 1 
0.3 -2 -1 2 0.707 0.707 0.707 1 
0.1 -2 -1 2 0.707 0.707 0.707 1 
0.01 -2 -1 2 0.707 0.707 0.707 1 
0.99 -2 -1 2 1 1 1 1 
0.9 -2 -1 2 1 1 1 1 
0.7 -2 -1 2 1 1 1 1 
0.5 -2 -1 2 1 1 1 1 
0.3 -2 -1 2 1 1 1 1 
0.1 -2 -1 2 1 1 1 1 
0.01 -2 -1 2 1 1 1 1 
0.99 -3 0 2 0.707 0.707 0.707 1 
0.9 -3 0 2 0.707 0.707 0.707 1 
0.7 -3 0 2 0.707 0.707 0.707 1 
0.5 -3 0 2 0.707 0.707 0.707 1 
0.3 -3 0 2 0.707 0.707 0.707 1 
0.1 -3 0 2 0.707 0.707 0.707 1 
0.01 -3 0 2 0.707 0.707 0.707 1 
0.99 -3 0 2 1 1 1 1 
0.9 -3 0 2 1 1 1 1 
0.7 -3 0 2 1 1 1 1 
0.5 -3 0 2 1 1 1 1 
0.3 -3 0 2 1 1 1 1 
0.1 -3 0 2 1 1 1 1 
0.01 -3 0 2 1 1 1 1 
0.99 -2 0 2 0.707 0.707 0.707 1 
0.9 -2 0 2 0.707 0.707 0.707 1 
0.7 -2 0 2 0.707 0.707 0.707 1 
0.5 -2 0 2 0.707 0.707 0.707 1 
0.3 -2 0 2 0.707 0.707 0.707 1 
0.1 -2 0 2 0.707 0.707 0.707 1 
0.01 -2 0 2 0.707 0.707 0.707 1 
0.99 -2 0 2 1 1 1 1 
0.9 -2 0 2 1 1 1 1 
0.7 -2 0 2 1 1 1 1 
0.5 -2 0 2 1 1 1 1 
0.3 -2 0 2 1 1 1 1 
0.1 -2 0 2 1 1 1 1 
0.01 -2 0 2 1 1 1 1 
0.99 -1 0 2 0.707 0.707 0.707 1 
0.9 -1 0 2 0.707 0.707 0.707 1 
0.7 -1 0 2 0.707 0.707 0.707 1 
0.5 -1 0 2 0.707 0.707 0.707 1 
0.3 -1 0 2 0.707 0.707 0.707 1 
0.1 -1 0 2 0.707 0.707 0.707 1 
0.01 -1 0 2 0.707 0.707 0.707 1 
0.99 -1 0 2 1 1 1 1 
0.9 -1 0 2 1 1 1 1 
0.7 -1 0 2 1 1 1 1 
0.5 -1 0 2 1 1 1 1 
0.3 -1 0 2 1 1 1 1 
0.1 -1 0 2 1 1 1 1 
0.01 -1 0 2 1 1 1 1 
0.99 -3 1 2 0.707 0.707 0.707 1 
0.9 -3 1 2 0.707 0.707 0.707 1 
0.7 -3 1 2 0.707 0.707 0.707 1 
0.5 -3 1 2 0.707 0.707 0.707 1 
0.3 -3 1 2 0.707 0.707 0.707 1 
0.1 -3 1 2 0.707 0.707 0.707 1 
0.01 -3 1 2 0.707 0.707 0.707 1 
0.99 -3 1 2 1 1 1 1 
0.9 -3 1 2 1 1 1 1 
0.7 -3 1 2 1 1 1 1 
0.5 -3 1 2 1 1 1 1 
0.3 -3 1 2 1 1 1 1 
0.1 -3 1 2 1 1 1 1 
0.01 -3 1 2 1 1 1 1 
0.99 -2 1 2 0.707 0.707 0.707 1 
0.9 -2 1 2 0.707 0.707 0.707 1 
0.7 -2 1 2 0.707 0.707 0.707 1 
0.5 -2 1 2 0.707 0.707 0.707 1 
0.3 -2 1 2 0.707 0.707 0.707 1 
0.1 -2 1 2 0.707 0.707 0.707 1 
0.01 -2 1 2 0.707 0.707 0.707 1 
0.99 -2 1 2 1 1 1 1 
0.9 -2 1 2 1 1 1 1 
0.7 -2 1 2 1 1 1 1 
0.5 -2 1 2 1 1 1 1 
0.3 -2 1 2 1 1 1 1 
0.1 -2 1 2 1 1 1 1 
0.01 -2 1 2 1 1 1 1 
0.99 -1 1 2 0.707 0.707 0.707 1 
0.9 -1 1 2 0.707 0.707 0.707 1 
0.7 -1 1 2 0.707 0.707 0.707 1 
0.5 -1 1 2 0.707 0.707 0.707 1 
0.3 -1 1 2 0.707 0.707 0.707 1 
0.1 -1 1 2 0.707 0.707 0.707 1 
0.01 -1 1 2 0.707 0.707 0.707 1 
0.99 -1 1 2 1 1 1 1 
0.9 -1 1 2 1 1 1 1 
0.7 -1 1 2 1 1 1 1 
0.5 -1 1 2 1 1 1 1 
0.3 -1 1 2 1 1 1 1 
0.1 -1 1 2 1 1 1 1 
0.01 -1 1 2 1 1 1 1 
0.99 0 1 2 0.707 0.707 0.707 1 
0.9 0 1 2 0.707 0.707 0.707 1 
0.7 0 1 2 0.707 0.707 0.707 1 
0.5 0 1 2 0.707 0.707 0.707 1 
0.3 0 1 2 0.707 0.707 0.707 1 
0.1 0 1 2 0.707 0.707 0.707 1 
0.01 0 1 2 0.707 0.707 0.707 1 
0.99 0 1 2 1 1 1 1 
0.9 0 1 2 1 1 1 1 
0.7 0 1 2 1 1 1 1 
0.5 0 1 2 1 1 1 1 
0.3 0 1 2 1 1 1 1 
0.1 0 1 2 1 1 1 1 
0.01 0 1 2 1 1 1 1 
0.99 -3 -2 3 0.707 0.707 0.707 1 
0.9 -3 -2 3 0.707 0.707 0.707 1 
0.7 -3 -2 3 0.707 0.707 0.707 1 
0.5 -3 -2 3 0.707 0.707 0.707 1 
0.3 -3 -2 3 0.707 0.707 0.707 1 
0.1 -3 -2 3 0.707 0.707 0.707 1 
0.01 -3 -2 3 0.707 0.707 0.707 1 
0.99 -3 -2 3 1 1 1 1 
0.9 -3 -2 3 1 1 1 1 
0.7 -3 -2 3 1 1 1 1 
0.5 -3 -2 3 1 1 1 1 
0.3 -3 -2 3 1 1 1 1 
0.1 -3 -2 3 1 1 1 1 
0.01 -3 -2 3 1 1 1 1 
0.99 -3 -1 3 0.707 0.707 0.707 1 
0.9 -3 -1 3 0.707 0.707 0.707 1 
0.7 -3 -1 3 0.707 0.707 0.707 1 
0.5 -3 -1 3 0.707 0.707 0.707 1 
0.3 -3 -1 3 0.707 0.707 0.707 1 
0.1 -3 -1 3 0.707 0.707 0.707 1 
0.01 -3 -1 3 0.707 0.707 0.707 1 
0.99 -3 -1 3 1 1 1 1 
0.9 -3 -1 3 1 1 1 1 
0.7 -3 -1 3 1 1 1 1 
0.5 -3 -1 3 1 1 1 1 
0.3 -3 -1 3 1 1 1 1 
0.1 -3 -1 3 1 1 1 1 
0.01 -3 -1 3 1 1 1 1 
0.99 -2 -1 3 0.707 0.707 0.707 1 
0.9 -2 -1 3 0.707 0.707 0.707 1 
0.7 -2 -1 3 0.707 0.707 0.707 1 
0.5 -2 -1 3 0.707 0.707 0.707 1 
0.3 -2 -1 3 0.707 0.707 0.707 1 
0.1 -2 -1 3 0.707 0.707 0.707 1 
0.01 -2 -1 3 0.707 0.707 0.707 1 
0.99 -2 -1 3 1 1 1 1 
0.9 -2 -1 3 1 1 1 1 
0.7 -2 -1 3 1 1 1 1 
0.5 -2 -1 3 1 1 1 1 
0.3 -2 -1 3 1 1 1 1 
0.1 -2 -1 3 1 1 1 1 
0.01 -2 -1 3 1 1 1 1 
0.99 -3 0 3 0.707 0.707 0.707 1 
0.9 -3 0 3 0.707 0.707 0.707 1 
0.7 -3 0 3 0.707 0.707 0.707 1 
0.5 -3 0 3 0.707 0.707 0.707 1 
0.3 -3 0 3 0.707 0.707 0.707 1 
0.1 -3 0 3 0.707 0.707 0.707 1 
0.01 -3 0 3 0.707 0.707 0.707 1 
0.99 -3 0 3 1 1 1 1 
0.9 -3 0 3 1 1 1 1 
0.7 -3 0 3 1 1 1 1 
0.5 -3 0 3 1 1 1 1 
0.3 -3 0 3 1 1 1 1 
0.1 -3 0 3 1 1 1 1 
0.01 -3 0 3 1 1 1 1 
0.99 -2 0 3 0.707 0.707 0.707 1 
0.9 -2 0 3 0.707 0.707 0.707 1 
0.7 -2 0 3 0.707 0.707 0.707 1 
0.5 -2 0 3 0.707 0.707 0.707 1 
0.3 -2 0 3 0.707 0.707 0.707 1 
0.1 -2 0 3 0.707 0.707 0.707 1 
0.01 -2 0 3 0.707 0.707 0.707 1 
0.99 -2 0 3 1 1 1 1 
0.9 -2 0 3 1 1 1 1 
0.7 -2 0 3 1 1 1 1 
0.5 -2 0 3 1 1 1 1 
0.3 -2 0 3 1 1 1 1 
0.1 -2 0 3 1 1 1 1 
0.01 -2 0 3 1 1 1 1 
0.99 -1 0 3 0.707 0.707 0.707 1 
0.9 -1 0 3 0.707 0.707 0.707 1 
0.7 -1 0 3 0.707 0.707 0.707 1 
0.5 -1 0 3 0.707 0.707 0.707 1 
0.3 -1 0 3 0.707 0.707 0.707 1 
0.1 -1 0 3 0.707 0.707 0.707 1 
0.01 -1 0 3 0.707 0.707 0.707 1 
0.99 -1 0 3 1 1 1 1 
0.9 -1 0 3 1 1 1 1 
0.7 -1 0 3 1 1 1 1 
0.5 -1 0 3 1 1 1 1 
0.3 -1 0 3 1 1 1 1 
0.1 -1 0 3 1 1 1 1 
0.01 -1 0 3 1 1 1 1 
0.99 -3 1 3 0.707 0.707 0.707 1 
0.9 -3 1 3 0.707 0.707 0.707 1 
0.7 -3 1 3 0.707 0.707 0.707 1 
0.5 -3 1 3 0.707 0.707 0.707 1 
0.3 -3 1 3 0.707 0.707 0.707 1 
0.1 -3 1 3 0.707 0.707 0.707 1 
0.01 -3 1 3 0.707 0.707 0.707 1 
0.99 -3 1 3 1 1 1 1 
0.9 -3 1 3 1 1 1 1 
0.7 -3 1 3 1 1 1 1 
0.5 -3 1 3 1 1 1 1 
0.3 -3 1 3 1 1 1 1 
0.1 -3 1 3 1 1 1 1 
0.01 -3 1 3 1 1 1 1 
0.99 -2 1 3 0.707 0.707 0.707 1 
0.9 -2 1 3 0.707 0.707 0.707 1 
0.7 -2 1 3 0.707 0.707 0.707 1 
0.5 -2 1 3 0.707 0.707 0.707 1 
0.3 -2 1 3 0.707 0.707 0.707 1 
0.1 -2 1 3 0.707 0.707 0.707 1 
0.01 -2 1 3 0.707 0.707 0.707 1 
0.99 -2 1 3 1 1 1 1 
0.9 -2 1 3 1 1 1 1 
0.7 -2 1 3 1 1 1 1 
0.5 -2 1 3 1 1 1 1 
0.3 -2 1 3 1 1 1 1 
0.1 -2 1 3 1 1 1 1 
0.01 -2 1 3 1 1 1 1 
0.99 -1 1 3 0.707 0.707 0.707 1 
0.9 -1 1 3 0.707 0.707 0.707 1 
0.7 -1 1 3 0.707 0.707 0.707 1 
0.5 -1 1 3 0.707 0.707 0.707 1 
0.3 -1 1 3 0.707 0.707 0.707 1 
0.1 -1 1 3 0.707 0.707 0.707 1 
0.01 -1 1 3 0.707 0.707 0.707 1 
0.99 -1 1 3 1 1 1 1 
0.9 -1 1 3 1 1 1 1 
0.7 -1 1 3 1 1 1 1 
0.5 -1 1 3 1 1 1 1 
0.3 -1 1 3 1 1 1 1 
0.1 -1 1 3 1 1 1 1 
0.01 -1 1 3 1 1 1 1 
0.99 0 1 3 0.707 0.707 0.707 1 
0.9 0 1 3 0.707 0.707 0.707 1 
0.7 0 1 3 0.707 0.707 0.707 1 
0.5 0 1 3 0.707 0.707 0.707 1 
0.3 0 1 3 0.707 0.707 0.707 1 
0.1 0 1 3 0.707 0.707 0.707 1 
0.01 0 1 3 0.707 0.707 0.707 1 
0.99 0 1 3 1 1 1 1 
0.9 0 1 3 1 1 1 1 
0.7 0 1 3 1 1 1 1 
0.5 0 1 3 1 1 1 1 
0.3 0 1 3 1 1 1 1 
0.1 0 1 3 1 1 1 1 
0.01 0 1 3 1 1 1 1 
0.99 -3 2 3 0.707 0.707 0.707 1 
0.9 -3 2 3 0.707 0.707 0.707 1 
0.7 -3 2 3 0.707 0.707 0.707 1 
0.5 -3 2 3 0.707 0.707 0.707 1 
0.3 -3 2 3 0.707 0.707 0.707 1 
0.1 -3 2 3 0.707 0.707 0.707 1 
0.01 -3 2 3 0.707 0.707 0.707 1 
0.99 -3 2 3 1 1 1 1 
0.9 -3 2 3 1 1 1 1 
0.7 -3 2 3 1 1 1 1 
0.5 -3 2 3 1 1 1 1 
0.3 -3 2 3 1 1 1 1 
0.1 -3 2 3 1 1 1 1 
0.01 -3 2 3 1 1 1 1 
0.99 -2 2 3 0.707 0.707 0.707 1 
0.9 -2 2 3 0.707 0.707 0.707 1 
0.7 -2 2 3 0.707 0.707 0.707 1 
0.5 -2 2 3 0.707 0.707 0.707 1 
0.3 -2 2 3 0.707 0.707 0.707 1 
0.1 -2 2 3 0.707 0.707 0.707 1 
0.01 -2 2 3 0.707 0.707 0.707 1 
0.99 -2 2 3 1 1 1 1 
0.9 -2 2 3 1 1 1 1 
0.7 -2 2 3 1 1 1 1 
0.5 -2 2 3 1 1 1 1 
0.3 -2 2 3 1 1 1 1 
0.1 -2 2 3 1 1 1 1 
0.01 -2 2 3 1 1 1 1 
0.99 -1 2 3 0.707 0.707 0.707 1 
0.9 -1 2 3 0.707 0.707 0.707 1 
0.7 -1 2 3 0.707 0.707 0.707 1 
0.5 -1 2 3 0.707 0.707 0.707 1 
0.3 -1 2 3 0.707 0.707 0.707 1 
0.1 -1 2 3 0.707 0.707 0.707 1 
0.01 -1 2 3 0.707 0.707 0.707 1 
0.99 -1 2 3 1 1 1 1 
0.9 -1 2 3 1 1 1 1 
0.7 -1 2 3 1 1 1 1 
0.5 -1 2 3 1 1 1 1 
0.3 -1 2 3 1 1 1 1 
0.1 -1 2 3 1 1 1 1 
0.01 -1 2 3 1 1 1 1 
0.99 0 2 3 0.707 0.707 0.707 1 
0.9 0 2 3 0.707 0.707 0.707 1 
0.7 0 2 3 0.707 0.707 0.707 1 
0.5 0 2 3 0.707 0.707 0.707 1 
0.3 0 2 3 0.707 0.707 0.707 1 
0.1 0 2 3 0.707 0.707 0.707 1 
0.01 0 2 3 0.707 0.707 0.707 1 
0.99 0 2 3 1 1 1 1 
0.9 0 2 3 1 1 1 1 
0.7 0 2 3 1 1 1 1 
0.5 0 2 3 1 1 1 1 
0.3 0 2 3 1 1 1 1 
0.1 0 2 3 1 1 1 1 
0.01 0 2 3 1 1 1 1 
0.99 1 2 3 0.707 0.707 0.707 1 
0.9 1 2 3 0.707 0.707 0.707 1 
0.7 1 2 3 0.707 0.707 0.707 1 
0.5 1 2 3 0.707 0.707 0.707 1 
0.3 1 2 3 0.707 0.707 0.707 1 
0.1 1 2 3 0.707 0.707 0.707 1 
0.01 1 2 3 0.707 0.707 0.707 1 
0.99 1 2 3 1 1 1 1 
0.9 1 2 3 1 1 1 1 
0.7 1 2 3 1 1 1 1 
0.5 1 2 3 1 1 1 1 
0.3 1 2 3 1 1 1 1 
0.1 1 2 3 1 1 1 1 
0.01 1 2 3 1 1 1 1 
